"","X","DR.NUMBER","DATE.REPORTED","DATE.OCCURRED","TIME.OCCURRED","AREA.ID","AREA.NAME","REPORTING.DISTRICT","CRIME.CODE","CRIME.CODE.DESCRIPTION","crime.type.record","level.detail","MO.CODES","VICTIM.AGE","VICTIM.SEX","VICTIM.DESCENT","PREMISE.CODE","PREMISE.DESCRIPTION","WEAPON.USED.CODE","WEAPON.DESCRIPTION","STATUS.CODE","STATUS.DESCRIPTION","CRIME.CODE.1","CRIME.CODE.2","CRIME.CODE.3","CRIME.CODE.4","ADDRESS","CROSS.STREET","LOCATION","LATITUDE","LONGITUDE","geometry","index_right","CT10","GEOID10","LABEL","OBJECTID","Shape_STAr","Shape_STLe","X_Center","Y_Center","year","month","day","day_of_week","duration"
"308",308,170121517,2017-08-06,2017-08-06,940,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0334 0400 2004 1218 1402 0906",33,"M","B",102,"SIDEWALK",201,"KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","AO","Adult Other",230,761,998,NA,"5TH","WALL","(34.0449, -118.2458)",34.0449,-118.2458,"POINT (-118.2458 34.0449)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,6,"Monday",0
"309",309,170121569,2017-08-07,2017-08-07,715,1,"Central",158,624,"BATTERY - SIMPLE ASSAULT","Battery","","0416 1218",54,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","CERES","(34.0394, -118.2405)",34.0394,-118.2405,"POINT (-118.2405 34.0394)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,7,"Tuesday",0
"310",310,170121916,2017-08-10,2017-08-10,1115,1,"Central",155,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416",38,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"500    MAPLE                        AV","","(34.0454, -118.2466)",34.0454,-118.2466,"POINT (-118.2466 34.0454)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,10,"Friday",0
"311",311,170122083,2017-08-12,2017-08-12,1400,1,"Central",156,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416 1820",37,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH","SAN PEDRO","(34.0423, -118.2452)",34.0423,-118.2452,"POINT (-118.2452 34.0423)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,12,"Sunday",0
"312",312,170122265,2017-08-14,2017-08-13,1140,1,"Central",156,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0444 0429",54,"F","B",517,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"500 S  SAN PEDRO                    ST","","(34.0437, -118.2455)",34.0437,-118.2455,"POINT (-118.2455 34.0437)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,13,"Monday",1
"313",313,170122205,2017-08-13,2017-08-13,2145,1,"Central",148,860,"BATTERY WITH SEXUAL CONTACT","Battery","","0448 2004 1218",55,"F","B",124,"BUS STOP",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",860,NA,NA,NA,"5TH","SAN PEDRO                    ST","(34.0442, -118.2439)",34.0442,-118.2439,"POINT (-118.2439 34.0442)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,13,"Monday",0
"314",314,170122169,2017-08-13,2017-08-13,820,1,"Central",166,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416",52,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH","SAN PEDRO","(34.0423, -118.2452)",34.0423,-118.2452,"POINT (-118.2452 34.0423)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,13,"Monday",0
"315",315,170122834,2017-08-21,2017-08-14,1200,1,"Central",155,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",20,"M","B",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"5TH","MAPLE","(34.0454, -118.2466)",34.0454,-118.2466,"POINT (-118.2466 34.0454)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,14,"Tuesday",7
"316",316,170122704,2017-08-20,2017-08-20,1100,1,"Central",166,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0346 1218",54,"F","B",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"5TH","SAN PEDRO","(34.0421, -118.2469)",34.0421,-118.2469,"POINT (-118.2469 34.0421)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,20,"Monday",0
"317",317,170122821,2017-08-21,2017-08-20,1835,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0340 0416 0429 2034",59,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"5TH","SAN PEDRO","(34.0442, -118.2439)",34.0442,-118.2439,"POINT (-118.2439 34.0442)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,20,"Monday",1
"318",318,170122838,2017-08-21,2017-08-21,545,1,"Central",157,624,"BATTERY - SIMPLE ASSAULT","Battery","","1218 0416",55,"M","A",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"500 S  SAN PEDRO                    ST","","(34.0442, -118.2439)",34.0442,-118.2439,"POINT (-118.2439 34.0442)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,21,"Tuesday",0
"319",319,170123107,2017-08-24,2017-08-24,1130,1,"Central",157,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","Theft","","1218 0344 2034",42,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",341,NA,NA,NA,"7TH","TOWNE","(34.0396, -118.2451)",34.0396,-118.2451,"POINT (-118.2451 34.0396)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,24,"Friday",0
"320",320,170123105,2017-08-24,2017-08-24,920,1,"Central",157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0319 0416 0445",42,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"6TH","SAN PEDRO","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,24,"Friday",0
"321",321,170123150,2017-08-25,2017-08-25,240,1,"Central",157,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","1218 2000 0416 0447 1813",47,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"6TH","CROCKER","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,25,"Saturday",0
"322",322,170123331,2017-08-28,2017-08-25,30,1,"Central",157,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","Theft","","1218 0913 1309 1317",52,"F","W",101,"STREET",NA,"","IC","Invest Cont",341,NA,NA,NA,"6TH","CROCKER","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,25,"Saturday",3
"323",323,170123399,2017-08-25,2017-08-25,45,1,"Central",156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0334 0421",34,"F","B",102,"SIDEWALK",101,"REVOLVER","IC","Invest Cont",230,NA,NA,NA,"5TH                          ST","WALL                         ST","(34.0449, -118.2458)",34.0449,-118.2458,"POINT (-118.2458 34.0449)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,25,"Saturday",0
"324",324,170123175,2017-08-25,2017-08-25,1500,1,"Central",157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0416 0445",27,"M","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"6TH","SAN PEDRO","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,25,"Saturday",0
"325",325,170123298,2017-08-27,2017-08-27,1510,1,"Central",157,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1402 1218 0416",48,"M","H",101,"STREET",306,"ROCK/THROWN OBJECT","AO","Adult Other",230,998,NA,NA,"6TH","SAN PEDRO","(34.0417, -118.2443)",34.0417,-118.2443,"POINT (-118.2443 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,27,"Monday",0
"326",326,170123708,2017-09-01,2017-08-30,1130,1,"Central",156,210,"ROBBERY","Robbery","","1218 0444 0429 0344",76,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"500 S  SAN PEDRO                    ST","","(34.0437, -118.2455)",34.0437,-118.2455,"POINT (-118.2455 34.0437)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,30,"Thursday",2
"327",327,170123494,2017-08-30,2017-08-30,820,1,"Central",158,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 0910 1218",54,"M","W",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"5TH                          ST","CENTRAL","(34.0417, -118.2398)",34.0417,-118.2398,"POINT (-118.2398 34.0417)",691,206300,6037206300,2063,693,6637586.944,13167.16573,6487985,1837432,2017,8,30,"Thursday",0
"328",328,160318173,2016-08-02,2016-08-01,1500,3,"Southwest",375,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1814 0416 1309 1218 1414",30,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"1800 W  MARTIN LUTHER KING JR        BL","","(34.0146, -118.313)",34.0146,-118.313,"POINT (-118.313 34.0146)",1035,231400,6037231400,2314,1037,6684775.251,10350.6338,6466813,1827827,2016,8,1,"Tuesday",1
"329",329,170319853,2017-08-25,2017-08-25,1200,3,"Southwest",375,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1402 1401 1409 0416 0445 1218 1822",61,"F","B",109,"PARK/PLAYGROUND",306,"ROCK/THROWN OBJECT","IC","Invest Cont",230,998,NA,NA,"3900 S  WESTERN                      AV","","(34.0146, -118.313)",34.0146,-118.313,"POINT (-118.313 34.0146)",1035,231400,6037231400,2314,1037,6684775.251,10350.6338,6466813,1827827,2017,8,25,"Saturday",0
"330",330,160120328,2016-08-02,2016-08-02,300,1,"Central",129,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","Theft","","1300 0344 1218",47,"F","W",221,"PUBLIC STORAGE",NA,"","IC","Invest Cont",341,NA,NA,NA,"800 E  COMMERCIAL                   ST","","(34.0527, -118.2314)",34.0527,-118.2314,"POINT (-118.2314 34.0527)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,8,2,"Wednesday",0
"331",331,160121995,2016-08-25,2016-08-25,720,1,"Central",159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 1218 1402 0445 0913",36,"F","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",230,998,NA,NA,"6TH                          ST","ALAMEDA                      ST","(34.0382, -118.2384)",34.0382,-118.2384,"POINT (-118.2384 34.0382)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,8,25,"Friday",0
"332",332,160122406,2016-08-30,2016-08-30,2130,1,"Central",129,624,"BATTERY - SIMPLE ASSAULT","Battery","","2004 1218 0416 1251",49,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH","SAN JULIAN","(34.0511, -118.2336)",34.0511,-118.2336,"POINT (-118.2336 34.0511)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,8,30,"Wednesday",0
"333",333,161319073,2016-09-10,2016-09-10,1630,13,"Newton",1309,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","2004 1218 0416 1402",32,"M","B",102,"SIDEWALK",304,"CLUB/BAT","IC","Invest Cont",230,998,NA,NA,"7TH                          ST","WILSON","(34.0347, -118.2339)",34.0347,-118.2339,"POINT (-118.2339 34.0347)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,9,10,"Sunday",0
"334",334,160123552,2016-09-17,2016-09-17,230,1,"Central",159,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","1218 2004 0416",53,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",626,NA,NA,NA,"1700 E  7TH                          ST","","(34.0387, -118.2335)",34.0387,-118.2335,"POINT (-118.2335 34.0387)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,9,17,"Sunday",0
"335",335,161320337,2016-09-30,2016-09-30,300,13,"Newton",1309,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",56,"M","H",203,"OTHER BUSINESS",NA,"","IC","Invest Cont",440,NA,NA,NA,"1700 E  7TH                          ST","","(34.0348, -118.2362)",34.0348,-118.2362,"POINT (-118.2362 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,9,30,"Saturday",0
"336",336,160124607,2016-10-02,2016-10-02,2300,1,"Central",129,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","0416 1218 2004 1814 2000",31,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"700 E  TEMPLE                       ST","","(34.0502, -118.2336)",34.0502,-118.2336,"POINT (-118.2336 34.0502)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,10,2,"Monday",0
"337",337,161320502,2016-10-03,2016-10-03,2000,13,"Newton",1309,888,"TRESPASSING","Trespassing","","1218",15,"M","H",128,"BUS STOP OR LAYOVER",NA,"","IC","Invest Cont",888,NA,NA,NA,"1700 E  7TH                          ST","","(34.0348, -118.2362)",34.0348,-118.2362,"POINT (-118.2362 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,10,3,"Tuesday",0
"338",338,160101339,2016-10-16,2016-10-16,120,1,"Central",159,220,"ATTEMPTED ROBBERY","Robbery","Attempt","1218 2004 0416",54,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",220,NA,NA,NA,"CONWAY","MATEO","(34.0366, -118.2325)",34.0366,-118.2325,"POINT (-118.2325 34.0366)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,10,16,"Monday",0
"339",339,161321545,2016-10-21,2016-10-17,1500,13,"Newton",1307,210,"ROBBERY","Robbery","","1218 0371 0444 0344",35,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"7TH","ALAMEDA","(34.035, -118.2386)",34.035,-118.2386,"POINT (-118.2386 34.035)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,10,17,"Tuesday",4
"340",340,161323579,2016-11-26,2016-11-26,600,13,"Newton",1309,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","1309 2000 0913 1814 0416 1218 2004 1240",31,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"BAY                          ST","ALAMEDA","(34.0315, -118.2366)",34.0315,-118.2366,"POINT (-118.2366 34.0315)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,11,26,"Sunday",0
"341",341,160130163,2016-12-26,2016-12-26,2215,1,"Central",159,761,"BRANDISH WEAPON","Threats","Weapon shown","0334 0421 1218",44,"M","W",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",761,930,NA,NA,"7TH                          ST","DECATUR","(34.0348, -118.235)",34.0348,-118.235,"POINT (-118.235 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2016,12,26,"Tuesday",0
"342",342,170126835,2017-10-12,2017-01-01,1200,1,"Central",139,821,"SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH 0007=02","Sexual Assault/Lewd","","1218 2004 0519",36,"F","B",102,"SIDEWALK",NA,"","IC","Invest Cont",821,NA,NA,NA,"1ST                          ST","ALAMEDA","(34.049, -118.2381)",34.049,-118.2381,"POINT (-118.2381 34.049)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,1,1,"Monday",284
"343",343,171306155,2017-02-04,2017-02-04,200,13,"Newton",1309,860,"BATTERY WITH SEXUAL CONTACT","Battery","","1202 1218 0448 0522 0416 1206 0551",63,"F","B",158,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",860,NA,NA,NA,"ALAMEDA","CENTRAL                      AV","(34.0241, -118.232)",34.0241,-118.232,"POINT (-118.232 34.0241)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,2,4,"Sunday",0
"344",344,171306559,2017-02-11,2017-02-08,600,13,"Newton",1309,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1218 0344",47,"F","W",214,"BUS DEPOT",NA,"","IC","Invest Cont",440,NA,NA,NA,"1700 E  7TH                          ST","","(34.0348, -118.2362)",34.0348,-118.2362,"POINT (-118.2362 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,2,8,"Thursday",3
"345",345,170107185,2017-02-20,2017-02-20,1225,1,"Central",159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","0416 2004 1218 0429 0305 0400",48,"M","W",710,"OTHER PREMISE",212,"BOTTLE","AA","Adult Arrest",230,NA,NA,NA,"500 S  ALAMEDA                      ST","","(34.0414, -118.2382)",34.0414,-118.2382,"POINT (-118.2382 34.0414)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,2,20,"Tuesday",0
"346",346,171309516,2017-04-01,2017-04-01,400,13,"Newton",1309,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 0431 0416",37,"M","H",101,"STREET",503,"CAUSTIC CHEMICAL/POISON","IC","Invest Cont",230,NA,NA,NA,"8TH                          ST","ALAMEDA","(34.0297, -118.2367)",34.0297,-118.2367,"POINT (-118.2367 34.0297)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,4,1,"Sunday",0
"347",347,170110321,2017-04-02,2017-04-02,1440,1,"Central",159,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","1218 2000 1813 1814 0408 0416 0446",26,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",236,NA,NA,NA,"INDUSTRIAL","MILL","(34.0359, -118.2344)",34.0359,-118.2344,"POINT (-118.2344 34.0359)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,4,2,"Monday",0
"348",348,170111515,2017-04-15,2017-04-15,1,1,"Central",127,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","Theft","","1218 0344",53,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",341,NA,NA,NA,"ALAMEDA","ALISO","(34.0538, -118.2379)",34.0538,-118.2379,"POINT (-118.2379 34.0538)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,4,15,"Sunday",0
"349",349,171310963,2017-04-25,2017-04-22,800,13,"Newton",1309,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1251 1218",28,"F","O",804,"GREYHOUND OR INTERSTATE BUS",NA,"","IC","Invest Cont",440,NA,NA,NA,"1700 E  7TH                          ST","","(34.0348, -118.2362)",34.0348,-118.2362,"POINT (-118.2362 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,4,22,"Sunday",3
"350",350,171310964,2017-04-25,2017-04-24,600,13,"Newton",1309,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1251 1218",28,"F","O",804,"GREYHOUND OR INTERSTATE BUS",NA,"","IC","Invest Cont",440,NA,NA,NA,"1700 E  7TH                          ST","","(34.0348, -118.2362)",34.0348,-118.2362,"POINT (-118.2362 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,4,24,"Tuesday",1
"351",351,171311180,2017-04-26,2017-04-26,2215,13,"Newton",1317,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","Intimate partner assault","Aggravated","1218 1206 0419 1243 0444 2004 2000 0421 0913 1402",46,"F","H",122,"VEHICLE, PASSENGER/TRUCK",201,"KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","AA","Adult Arrest",236,998,NA,NA,"20TH                         ST","MCGARRY","(34.018, -118.2396)",34.018,-118.2396,"POINT (-118.2396 34.018)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,4,26,"Thursday",0
"352",352,170112838,2017-04-28,2017-04-28,1300,1,"Central",159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1402 1218 0411 0429",61,"M","B",101,"STREET",207,"OTHER KNIFE","AA","Adult Arrest",230,998,NA,NA,"6TH","SAN JULIAN","(34.0387, -118.2335)",34.0387,-118.2335,"POINT (-118.2335 34.0387)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,4,28,"Saturday",0
"353",353,170114159,2017-05-13,2017-05-13,2115,1,"Central",159,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","Assault","Aggravated","1218 2004 0416 0305 0429 0202",41,"M","B",210,"RESTAURANT/FAST FOOD",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"7TH                          ST","ALAMEDA                      ST","(34.035, -118.2386)",34.035,-118.2386,"POINT (-118.2386 34.035)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,5,13,"Sunday",0
"354",354,171314117,2017-06-08,2017-06-08,2100,13,"Newton",1309,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","0344 1218",63,"F","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"ALAMEDA","7TH                          ST","(34.035, -118.2386)",34.035,-118.2386,"POINT (-118.2386 34.035)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,6,8,"Friday",0
"355",355,170117295,2017-06-18,2017-06-17,1620,1,"Central",159,626,"INTIMATE PARTNER - SIMPLE ASSAULT","Intimate partner assault","Simple","2000 1218 1813 0340 0448 0416 2004",41,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"7TH","CENTRAL","(34.0387, -118.2335)",34.0387,-118.2335,"POINT (-118.2335 34.0387)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,6,17,"Sunday",1
"356",356,171315663,2017-07-04,2017-07-03,2355,13,"Newton",1309,440,"THEFT PLAIN - PETTY ($950 & UNDER)","Theft","","1202 1218 0344",67,"F","W",804,"GREYHOUND OR INTERSTATE BUS",NA,"","IC","Invest Cont",440,NA,NA,NA,"1700 E  7TH                          ST","","(34.0348, -118.2362)",34.0348,-118.2362,"POINT (-118.2362 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,7,3,"Tuesday",1
"357",357,171316159,2017-07-11,2017-07-11,2230,13,"Newton",1309,761,"BRANDISH WEAPON","Threats","Weapon shown","0334 0408 0319 0421 1218 0448",30,"M","W",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",761,930,NA,NA,"1700 E  7TH                          ST","","(34.0348, -118.2362)",34.0348,-118.2362,"POINT (-118.2362 34.0348)",671,206031,6037206031,2060.31,673,50940943.68,37018.08057,6491192,1833993,2017,7,11,"Wednesday",0
